content,query,date,hashtag
"Oh, I agree with you that the Anglo-Zionist Empire is the Empire of evil. No argument from me. They are hateful. That doesn't' make Communist China some sort of wonderful paradise though. They are not ""benevolent dictators"" like you seem to think.",Zionist,2020-06-23 23:49:12+00:00,[]
super embarrassing that zionists just be out here existing,Zionist,2020-06-23 23:49:01+00:00,[]
Yes there Zionists Luciferians from the West Coast Seattle and Portland,Zionist,2020-06-23 23:48:45+00:00,[]
It's pretty simple from Zionist colonisation. Justice restoration &amp; restitution for the indigenous people of Palestine.,Zionist,2020-06-23 23:48:14+00:00,['FreePalestine']
"Were you upset when rallies were held in Israel and the Zionists wanted all black people removed, and sent back to Africa? They were screaming ""if you want to help the Nigg*rs, help them in their own country"" HYPOCRITE",Zionist,2020-06-23 23:47:20+00:00,[]
"There was a day when Cairo, Damascus and Baghdad erupted at the site of Zionist aggression. Its like they've given everyone a sedative now. Daily atrocities all over, nothing happening to remedy it.",Zionist,2020-06-23 23:43:51+00:00,[]
make a zionist fans: OH HO SO MUCH,Zionist,2020-06-23 23:43:41+00:00,[]
"Understand the Zionist mind by referring to the genocidal verses Leviticus 26 , 7-8 Deuteronomy 7- 12 Deuteronomy 20 : 16-17 100 passages where ""God expressly commands others to kill people"". Source: Gilad Alzmon renowned Jewish ( nee Zionist) writer.",Zionist,2020-06-23 23:42:49+00:00,[]
What gives them the right to segregate a city park?,Zionist,2020-06-23 23:41:55+00:00,[]
"Sisi, the installed dictator puppet, in full preparations to support his co-dictator hafter in libya (both zionist puppets)",Zionist,2020-06-23 23:41:07+00:00,[]
It's insane to sign a pledge allegiance to Israel to speak at public uni in USA. USA is totally under the control of the zionists.,Zionist,2020-06-23 23:40:41+00:00,[]
Okay seriously what the fuck?,Zionist,2020-06-23 23:40:39+00:00,[]
*Every* American politician is a Zionist/Jewish nationalist &amp; *none* of them are American nationalists. If you're not addressing something as fundamental as this then what's the point?,Zionist,2020-06-23 23:39:50+00:00,[]
"The US does not belong only to the European colonial Zionist Jews&amp;white supremacists who have been ruling the US gov. forever but belongs to all US citizens equally. So, we must change the colonial racist US gov. Horn of Africa politics come to Minneapolis",Zionist,2020-06-23 23:39:20+00:00,[]
She fails to mention that it trains w/ a number of nations. Allies help one another. Israel ends up making USA 38 Billion a year. Fair trade for investment in its technology. Zionist is the new code word. It’s an attempt at normalizing the demonization of the worlds Jewish state,Zionist,2020-06-23 23:39:00+00:00,[]
"Therefore, being anti-Zionist is also NOT the same as being anti-Semitic.",Zionist,2020-06-23 23:37:58+00:00,[]
"I only speak for myself. And yes I believe a Jewish state has a right to exist in the Middle East. If you want to call me a “Zionist”, that’s fine by me.",Zionist,2020-06-23 23:36:04+00:00,[]
I have no doubt the mosad have videos of Clinton and trump having sex with underage girls. How else can you explain the total submission to the Zionists?,Zionist,2020-06-23 23:36:02+00:00,[]
Damn these zionist fuds,Zionist,2020-06-23 23:34:45+00:00,[]
"Zionists have forged extensive links with race hate groups, Christian zionists, fascist in Hungary, France, Brazil, India, Burma, etc. Zionists actively promote the repression of minorities around the world in order to gain acceptance of their atrocities of Palestinians.",Zionist,2020-06-23 23:32:52+00:00,[]
"You are right about so many things Adam, but about chabad, noahide laws, and genuine orthodox belief, you are wrong. Priests doesn't mean rulers. The zionists are antireligionists. If you believe the new testament, why would you blame the jews for what the old testament says?",Zionist,2020-06-23 23:32:43+00:00,[]
Definitely a true statement. Also a true statement: not all Jewish people are Zionist.,Zionist,2020-06-23 23:31:42+00:00,[]
JESUS WHITE SUPERMIST SOUNDS LIKE WHISPER OF ANTI CHRIST WHO R MOST BITTER ENEMY OF MUSLIMS N CHRISTIAN AND OVER ALL MAN KIND ITS FAKE ADOPTED JEWS AS ZIONISTS REAL JEWS DONT BELIEVE IN ISREAL ZIONIST HOLY BOOK TALMUD SAYS ALL NON JEWS R ANIMALS NOT HUMANS,Zionist,2020-06-23 23:31:10+00:00,[]
They are still working on article that fits what Zionist want,Zionist,2020-06-23 23:31:02+00:00,[]
"""'s Roger Waters is a Rabid Anti-Semite!"" - A Rabid Zionist",Zionist,2020-06-23 23:30:00+00:00,['PinkFloyd']
Baby no Palestinians are Indigenous not you Zionists are crazy how are you rewriting history,Zionist,2020-06-23 23:29:59+00:00,[]
"There wouldn't be a racist colonial squatter state in Palestine but for the British, though Zionists bit the hand that fed them in 1946.",Zionist,2020-06-23 23:29:52+00:00,[]
Zionists are antisemetic and persecute semites along ethnic and religious differences. Isreal is a racist ethnostate created and occupied by white europeans,Zionist,2020-06-23 23:29:35+00:00,[]
"Terrorizing citizens day and night... Zionist occupation soldiers attacking and kidnapping Palestinian citizens in occupied Jerusalem this evening, occupied Palestine, 24 June 2020.",Zionist,2020-06-23 23:29:28+00:00,[]
Well shit what is he saying?! Hahahahahaha. I’m missing a point!,Zionist,2020-06-23 23:28:51+00:00,[]
I wish i'll live long enough to witness the fall of the zionist entity، This made me physically sick ..,Zionist,2020-04-29 23:56:16+00:00,[]
We have a very sordid History Remember what happened to Ottoman Empire Jump on to Lawrence of Arabia Very few people know KSA was the First to offer land for Israel but Zionists had other Plans,Zionist,2020-04-29 23:55:02+00:00,[]
Projects to counter the criminal projects of Zionist &amp; Americans,Zionist,2020-04-29 23:53:38+00:00,[]
Why the fuck are Arabs the ones paying for the crimes of the holocaust? Give the Zionists part of Germany.,Zionist,2020-04-29 23:50:14+00:00,[]
"is an illegitimate terror state built upon the state of Palestine.They gave them their homeland to live in when no one else accepted jews elsewhere now they are occupied the same land as their own. No to colonization, no to Zionist.",Zionist,2020-04-29 23:50:02+00:00,"['Israel72', 'IndiaWithPalestine', 'FreePalestine']"
"... making it essential for the state, maintaining the restlessness and insecurity of the Jews of the entire world, from time to time ""strangers"" carry out anti-Semitic activities that keep alive the spirit of anti-Semitism and , ...",Zionist,2020-04-29 23:49:39+00:00,"['Zionist', 'Nazism']"
Hitler was a Zionist RT : RT : Ben Shapiro: I am so pro-life I wouldn’t even kill baby Hitler. Also Ben Shapiro: Your old-ass grammy belongs in the gr…,Zionist,2020-04-29 23:48:26+00:00,[]
Hitler was a Zionist RT : RT : The Holocaust survivors are hitting me really hard… These people survived Hitler and God knows what else only to fall in the e…,Zionist,2020-04-29 23:48:15+00:00,[]
Hitler was a Zionist RT : after you defeat regular hitler and shadow hitler these are the guys you have to fight,Zionist,2020-04-29 23:48:07+00:00,[]
Hitler was a Zionist RT : Modi indian hitler,Zionist,2020-04-29 23:48:01+00:00,[]
"i accidentally got into an argument with a jewish, poli-sci major, zionist on instagram i’m finna kms",Zionist,2020-04-29 23:46:53+00:00,[]
"You said I’m a Zionist. Khalas, our case is closed till we go up high ,high .",Zionist,2020-04-29 23:46:18+00:00,[]
"Clarification, Explanation.!!! Term used by the entity and related organizations, to cleanse the image of in the world and promote its image as an advanced country, tolerant “the greatest in the ”.",Zionist,2020-04-29 23:46:10+00:00,"['Zionist', 'Israel', 'democracy', 'MiddleEast']"
"I know of a criminal syndicate of 400 Racist Whites and malleable, cowardly non-white slaves ALL have violated their oath of office in order to protect, among others, Violent White Racist Criminals like Advocate George Bizos SC &amp; Zionist Fascist - Solomon Krok.",Zionist,2020-04-29 23:45:01+00:00,[]
"Ok,but remember it’s in your conscious. If it’s true may Allah grant you paradise. But, if allah proves I’m not a Zionist.. he’ll be a fair judge",Zionist,2020-04-29 23:43:20+00:00,[]
There were no blood in Palestine in history As soon as ur occupied palistine It becomea bloodshedin every inches ThankS to the Zionist Israhelllll,Zionist,2020-04-29 23:42:04+00:00,[]
"If the genocide against Armenians and Jews were wrong, then the genocide against Palestinians is equally wrong. Zionists cannot have it both ways.",Zionist,2020-04-29 23:41:09+00:00,[]
"... the transnational companies tied to that together with the state have specialized in methods based on , , and .",Zionist,2020-04-29 23:41:07+00:00,"['imperialism', 'Zionist', 'lies', 'manipulation', 'disinformation', 'crime']"
Peace and humanity is opposite to israhellie zionists.,Zionist,2020-04-29 23:40:36+00:00,[]
Will the Labor Party choose another zionist who supports the worse-than-apartheid state to replace Kelly?,Zionist,2020-04-29 23:40:11+00:00,"['WhenWillTheWarsEverEnd', 'OzOUTofIraq', 'HandsOffSyria', 'QuitAfghanistanWar', 'FreePalestine']"
"It's not strange that you return to the Zionist origin..you're Stray fragmentation, an absence of blood. From remnant of the Jews of Khaybar",Zionist,2020-04-29 23:38:59+00:00,[]
"Only missiles and death to israhell. The terrorist,murderers, illegal fake and the mist criminal ever regime. Zionist are not humans.",Zionist,2020-04-29 23:38:52+00:00,[]
"Man no wonder this kid is a Zionist, he has no empathy for others, whatsoever..",Zionist,2020-04-29 23:38:23+00:00,[]
"Joe Biden [ ] on video declaring ""I am a Zionist.""",Zionist,2020-04-29 23:37:45+00:00,"['JoeBiden', 'Biden2020']"
"... universal , that God is universal without discrimination of , , or . For this reason, the true Jew rejects the pretensions and above all that search to create a State where what they call the Jewish ethnic referent prevails.!!!",Zionist,2020-04-29 23:37:18+00:00,"['religion', 'race', 'color', 'borders', 'Zionist']"
"Keeping the religious and rejected is the objective and in this dangerous action, the truth is that Naturey Karta protects the Jew and his religion and disposes him to a healthy integration with the societies where they live and consider Judaism as a ...",Zionist,2020-04-29 23:37:18+00:00,"['Jew', 'isolated', 'Zionist']"
No because he is a zionist Conservative who will not sway from the party agenda.. The rich stay rich while the rest stay still...,Zionist,2020-04-29 23:37:17+00:00,[]
Madagascar was to be run like a concentration camp by the SS. And the Germans didn't provide weapons to any Zionist group. This is why you need to read actual books.,Zionist,2020-04-29 23:34:09+00:00,[]
Exposing A Zionist Hoax: Exposing an Anti-Zionist Hoax | Israel Diaries,Zionist,2020-04-29 23:33:50+00:00,[]
"Dear Henry,YOU DO A great job, but I am forced finally to conclude for MANY reasons that KAPNER is just one more well-paid info-seeking shill for the ZIONISTS &amp; PROJECT POGO (tag, track,&amp; identify anti-Zionists.) Even priests in the Orthodox Church have problems with him.-Pam",Zionist,2020-04-29 23:32:21+00:00,[]
Which Planet are you on that you believe lies when record's clearly state otherwise about the Holy Land of Palestine please refrain from referring to it as Israel that is a word in the History Books Let's Face The Facts Zionists are Occupiers of The Land Historically Palestine,Zionist,2020-04-29 23:31:10+00:00,[]
"I am a center/right-wing, passionately Zionist, but I do understand the consequences of such a move.",Zionist,2020-04-29 23:31:08+00:00,[]
he’s not a zionist and he’s against trump + he will not win..,Zionist,2020-04-29 23:31:07+00:00,[]
Jews aren't necessarily Zionists.,Zionist,2020-04-29 23:30:27+00:00,[]
"This Muslim woman ws martyred by Zionist￼ Israelis . If any woman is beaten in any Islamic country, all the media will publish it and insult Islam, If you are a Muslim, then share it so that the whole world can see the treatment of a Muslims women in Palestine",Zionist,2020-04-29 23:29:05+00:00,['IsraeliCrimes']
"A Bristol University lecturer has claimed Sir Keir Starmer is ""obviously not going to"" conduct ""a proper investigation"" into the leaked Labour antisemitism report because he has been ""in receipt of money from the Zionist movement.""",Zionist,2020-04-29 23:28:29+00:00,[]
"For every ignorant who calls this man a zionist, a sectarian leader and accuse of him of not carring about the lebanese muslims... ً",Zionist,2020-04-29 23:26:53+00:00,"['بشير_الجميل', '10452km', 'لبنان__ينتفض', 'لبنان', 'لبنان_أولا']"
Between biden and trump we have two rapey warmongering zionists. what kind of choice is that?,Zionist,2020-04-29 23:26:10+00:00,[]
"Hezbollah site reviews ""Fauda"" and concludes that regular Arabs shouldn't watch the show, only specialists (who can withstand and counter the Zionist propaganda). Also, Arabs need to make their own propaganda movies for the West. (h/t )",Zionist,2020-04-29 23:25:19+00:00,[]
"Annexation is bad and every right-wing Zionist must understand the severe consequences of it. Allies might start sanctioning Israel, deteriorating relations with most of the world's countries. The peace agreements with Jordan and Egypt might end.",Zionist,2020-04-29 23:25:01+00:00,[]
Devil's surrounding Angel.........see how afraid they r of a Lion cub......Zionist army is descendents of hell .....Curse on them,Zionist,2020-04-29 23:24:43+00:00,[]
"as if obama wasn’t zionist enough, biden said i’ll raise u one and adopt trump’s positions!",Zionist,2020-04-29 23:24:27+00:00,[]
I am perplexed about K. Starmer. After being elected he said he is a Zionist without borders. Does it make him same as Benyamin Netanyahu?At least now I know they are the same.,Zionist,2020-04-29 23:21:35+00:00,[]
I don’t think he’s ever been anything other than a zionist. This is probably just to reaffirm his commitment to the Israeli lobby and conservative(and liberal) Jews,Zionist,2020-04-29 23:20:51+00:00,[]
Thousands of Radical Zionists packed tightly together in gross violation of social distancing rules. But did the reaction from New York's mayor reveal a double standard? are u blind on this. Keep butthurt due to Erdogan success.,Zionist,2020-04-29 23:19:19+00:00,[]
"You do realize this isn't me in the picture. Its a meme. I'm not against it, but I won't be pressured into dressing up for a bunch of kvetching zionists",Zionist,2020-04-29 23:19:06+00:00,[]
The thing is that these cnuts claim those attacks weren’t antisemitic but rather anti-Zionist... But that lame excuse becomes transparent when you consider events like Safed 1834...,Zionist,2020-04-29 23:14:55+00:00,[]
Doubtful. Once a national socialist zionist always a national socialist zionist.,Zionist,2020-04-29 23:14:03+00:00,"['SchicklgruberSurprise', 'HaavaraAgreementForTehLulz']"
she’s a zionist? god damn it we lose so many,Zionist,2020-04-29 23:13:45+00:00,[]
"And no, I’m not referring to the Hebron massacre because I know you’ll claim that wasn’t antisemitic but rather anti-Zionist... I’m referring to events like the Safed pogrom in 1834... Way before Theodore Herzl was even born!!!",Zionist,2020-04-29 23:11:10+00:00,[]
"If they were buying up Ottoman land from absentee landlords, they needed to be worked with by Palestinians...not rejected outright. That would naturally cause the Zionists to be forced to be recognized using armed might. The alternative is",Zionist,2020-07-25 23:59:27+00:00,['SDG4']
You just admitted Zionists are right-wing nationalists. You can only hide behind the innocent religion of Judaism for so long...,Zionist,2020-07-25 23:59:18+00:00,[]
"You called Harry a zionist and how is it ""not"" attacking him? I'm just confused.",Zionist,2020-07-25 23:58:22+00:00,[]
So what if he was a Jew...he wasn’t a Zionist.... I have MS in Physics and an MS in EE...I’m aware of his accomplishments...,Zionist,2020-07-25 23:57:39+00:00,[]
I still cannot believed that people refer to zionists as Jews. I am baffled by how zionists keep on using the “anti-semitism” argument when it comes to constructive criticism of zionism and Israel. They are still getting away with this horrible and dangerous argument...,Zionist,2020-07-25 23:57:35+00:00,[]
He is also a Zionist,Zionist,2020-07-25 23:56:49+00:00,[]
"Do you know why today’s neo-nazis, White supremacists and racists of every stripe are in love with The-Jewish-State? Because zionist jews are, and have always been Nazis 99% of israeli jews are unashamed in-your-face racist Nazis Nazism was never defeated, only relocated",Zionist,2020-07-25 23:55:25+00:00,[]
Just... don't reply She chose to believe what she believes and she also chose not to understand what is being a zionist actually means...,Zionist,2020-07-25 23:54:54+00:00,[]
"No, it doesn’t. Most sensible people are anti-Zionist and anti-Israel. However, anti-Jewish is anti-Semitic and/or anti-Israeli (though Israeli is a nationality, so not necessarily Jewish). Religious Jews that follow the Torah are actually against Israel and Zionism.",Zionist,2020-07-25 23:53:09+00:00,[]
"Not sure how establishment &amp; right-wing support for Israel combined with legacy media support for anti-Zionist leftist &amp; Muslim groups translates to ""Zionists control everything"" to be honest.",Zionist,2020-07-25 23:53:09+00:00,[]
They’re all played by the same zionist,Zionist,2020-07-25 23:51:49+00:00,[]
Because he Zionist .,Zionist,2020-07-25 23:50:40+00:00,[]
Waving flags and supporting the culture of the people who support and love you doesn’t mean he’s Zionist. It means he’s ignorant and uneducated in the situation. It doesn’t mean he supports the mass genocide and Uprootment of Palestinians. (c),Zionist,2020-07-25 23:48:18+00:00,[]
"Monarchies became stalemated/deadlocked against each other in 1600-1700s CE, idea of New World Order arose among England/France/Pope/Zionist Jews to make organization of Illuminati elite families headquartered in Switzerland to raise up Democratic Republic of USA to topple kings!",Zionist,2020-07-25 23:46:59+00:00,[]
i care for that. i do care. i’m so sorry that’s happening. i wish it weren’t and i’d do anything to stop it. but you guys are calling h a zionist but i can promise you he isn’t. i understand if you’re personally offended by the accusations. but he’s not.,Zionist,2020-07-25 23:46:03+00:00,[]
you are a zionist,Zionist,2020-07-25 23:44:28+00:00,[]
come on john answer the question ayy let’s sEE who’s the chickEn Ur hackerS tryinG really hard that’s what u do right HACKING ur bloody Zionist+hellenic+rockheads just wait for ur turn,Zionist,2020-07-25 23:44:00+00:00,[]
Fair point! So many of us willing to turn a blind eye to the white nationalism and use of nazi propaganda from the WH cuz trump is “good for israel” and the fear is Biden wont be. 2 b clear im a zionist. But fuck trump &amp; his admin. Antisemitism should never b tolerated. Period,Zionist,2020-07-25 23:43:54+00:00,[]
Peace is a word that is not in the Zionist dictionary.,Zionist,2020-07-25 23:42:33+00:00,[]
"Go to Palestine, there are massacres committed by your Zionist masters. All the massacres that occurred in Tarhuna were with full French support !! You have to ask Macron about it. Before coming to Libya as an infiltrator",Zionist,2020-07-25 23:42:27+00:00,[]
"Not to mention the insane censorship on college campuses of anti-zionist voices over the years, state legislation against BDS movement and even legislation banning criticism of Israel’s human rights record in Florida. It has jack all to do with Twitter.",Zionist,2020-07-25 23:39:11+00:00,[]
I disagree. Many people are entirely aware of the holocaust and historical tropes yet offend Jews without even realising it. Israel is a huge grey area that where a lot of antisemitism stems from and upsets both Zionist and anti Zionist Jews,Zionist,2020-07-25 23:38:29+00:00,[]
"Their refusal to also believe you can be a left Zionist, or that zionism is a spectrum ideology is pretty cringe as well. Like the info is laid out for you right there",Zionist,2020-07-25 23:36:43+00:00,[]
".Were Ottoman Muslim Turks Zionists? Because, there was no place palestine. It did not exist. So, there weren’t any palestinians...",Zionist,2020-07-25 23:36:28+00:00,[]
You fr a Zionist?,Zionist,2020-07-25 23:35:58+00:00,[]
back then she did .. The zionist claim to the land is ridiculous and childish! it only exposes the hypocrisy and willingness to rationalise and justify anything.. which is very dangerous,Zionist,2020-07-25 23:34:42+00:00,[]
"I know this is a hard Red Pill to handle, but he's actually the Lesser of the Evils. Sure, he's still a swamp creature, doing corporate &amp; Zionist work. But, what is the nature of the opposition? Throw yourself into the swamp &amp; pick a survival location. Who are your buds?",Zionist,2020-07-25 23:34:15+00:00,[]
I HATE all you fucking Zionists,Zionist,2020-07-25 23:32:15+00:00,[]
"bringing up zionism whenever people try to talk about jewish issues is antisemitism. not every jew is a zionist, and silencing us anytime we try to speak up is disgusting",Zionist,2020-07-25 23:32:01+00:00,[]
Easy. Because there are people who wrongly accuse others of anti-Semitism because they are anti-Zionist.,Zionist,2020-07-25 23:31:22+00:00,[]
"I said people use harrys manager being jewish against him, they use it to call him a zionist, and how anti semitic it is to judge someone just bc they are jewish. U didnt see it so i was shocked. Thats all.",Zionist,2020-07-25 23:29:24+00:00,[]
"Girl, the Zionists, the Jesuits and the Freemasons are the only ones who decide the interior and exterior politics of the United States. I don't think you belong to any of these groups of power ¿Why do you keep calling them our global strategies?",Zionist,2020-07-25 23:29:20+00:00,[]
Think John McCain's funeral but with a slightly larger number of Zionist war criminals in attendance.,Zionist,2020-07-25 23:28:59+00:00,[]
"** Like the surnames then?! You're a , a supporter AND a Hasbara. A terrible combination! I really don't care about your inspired re-writing of history &amp; trying to wipe &amp; off the map. It ain't going to happen.",Zionist,2020-07-25 23:27:56+00:00,"['European', 'Jewish', 'Zionist', 'Trump', 'Zionist', 'Palestine', 'Palestinians']"
"These vets never fought for America, they fought for the interest of Zionist in Israel",Zionist,2020-07-25 23:26:54+00:00,[]
"the ""israeli"" far-right is doomed to lose ... a sling will suffice ... the indignity and cowardice of the Zionists will destroy them ... here and elsewhere ...",Zionist,2020-07-25 23:26:08+00:00,[]
Learn about the real intentions of Zionist . . .,Zionist,2020-07-25 23:25:28+00:00,[]
"Why does Biden hate ""White"" people so much? Because he is a proud Zionist and Zionist hate the U.S. and only care about Israel, PERIOD!",Zionist,2020-07-25 23:25:28+00:00,[]
"And honestly, I'm also very tired of the ""I'm not antisemitic, I'm anti zionist"" sentiment, which at best usually comes across as ""I don't hate all Jews. Just all the ones in Israel"". Yep, because that's not generalizing an entire group of people at all...",Zionist,2020-07-25 23:25:05+00:00,[]
"He ‘s not a Zionist ! It’s a prank dude ! This flag is bullshit and if you give it to any Arab, especially a Palestinian it’s like you insult him! So...",Zionist,2020-07-25 23:24:55+00:00,[]
"It's low-expectations racism. ""The whites need to behave like the mature side. The orientals will get there y'all, just lift the blockade and let them vent. Hamas will have their fun and soon things will miraculously become peaceful because people are great, except Zionists ewww""",Zionist,2020-07-25 23:24:53+00:00,[]
"As someone with an Arab Muslim father &amp; a Zionist Jewish mother, my father would shoot anyone attempting to harm Zionists. Not a warning, a bullet. 82% of Arab Israelis do not wish to have a Palestinian state. Arabs volunteer for the IDF b/c Hamas missiles harm Jews &amp; Arabs",Zionist,2020-07-25 23:24:28+00:00,[]
"Congratulation, You are a good slave for Zionists",Zionist,2020-07-25 23:23:37+00:00,[]
"Oh, yes, the old ""blame vague jews but don't mention corporate backed Zionists once"". A classic Zionist ploy. Oy vey ismir, herr Schicklgruber.",Zionist,2020-07-25 23:22:42+00:00,[]
"She speaks up for zionists, not Jews.",Zionist,2020-07-25 23:22:03+00:00,[]
"Interference from your master Zionists and Americans. If it was interference from Iran,till now they would have called all the so called Human rights groups.",Zionist,2020-07-25 23:21:39+00:00,[]
"Like, I give it 95/100 that this guy has no real idea what the fuck Zionism is. He thinks that you have to say, ""Israel's Zionist project"" as though there could be an Israel without Zionism or a Zionism without Israel. He probably thinks Zionism is about settling the West Bank.",Zionist,2020-07-25 23:20:54+00:00,[]
Keir Starmer’s job in winning back the ‘red wall’ is tougher than it looks | Andrew Grice starmer &amp; his blue labour will NEVER win back the red vote...... NEVER! He is a Zionist Tory,Zionist,2020-07-25 23:19:00+00:00,[]
"I love this, Zionist fanatic getting a taste of his own medicine.",Zionist,2020-07-25 23:17:07+00:00,[]
Zionists are time travellers.,Zionist,2020-07-25 23:17:06+00:00,[]
"how do i? i add chickpeas (blanched to remove skins to make smoother) with lemon juice, cumin salt, garlic, tahini, and good olive oil and make my own and not support evil zionist corporations.",Zionist,2020-03-24 23:59:16+00:00,[]
Ergo the Muslims find the occupation so agreeable that they stay in the Palestine whereas the patriotic Palestinian Christians of S. America are ready yo fight the Zionist up till the last Muslim soldier,Zionist,2020-03-24 23:54:51+00:00,[]
7. BBI is a One World Government agenda. Reinforcing it is Coronavirus which is certainly a dreadful weapon being used by the Zionist One World Government to exterminate two thirds of world population and then implement the UN Agenda 2030.,Zionist,2020-03-24 23:53:45+00:00,[]
I hate all shitty zionists!,Zionist,2020-03-24 23:46:28+00:00,[]
"I have never been talked to so nasty like stupidest schmows of US,poisoned uneducated since the zionists/atheists/evicted commies took over US starting in 40s..duckduckgo neocon zionist coup...duckduckgo 4 crime families of CA/or 4 criminal families of CA/corrupt also",Zionist,2020-03-24 23:44:53+00:00,[]
And how it worries you?Or is this another excuse to justify the strategies Western Zionist thugs are using to stop the spread of Islam???,Zionist,2020-03-24 23:40:48+00:00,[]
Can these Zionist please shut up now? JA was always the ROY over Zion.,Zionist,2020-03-24 23:37:32+00:00,[]
this joker represents the zionist elite,Zionist,2020-03-24 23:36:31+00:00,[]
"“Palestinian” activist: “We are longing for bombings of buses, and martyrdom operations inside the Zionist entity”",Zionist,2020-03-24 23:36:15+00:00,[]
Were you blocked by someone? You are not part of J twitter if you haven’t been blocked by at least one fellow Zionist. LOL,Zionist,2020-03-24 23:35:32+00:00,[]
You're safe champ; I only block anonymous Zionists.,Zionist,2020-03-24 23:33:17+00:00,[]
Q is Mossad Zionist. Just research Jared Kushner.,Zionist,2020-03-24 23:32:50+00:00,[]
"Yes, a clown that lies and never follows through. Not even with half-measures. The false Christ of the Zionist Christians The false Messiah of the Zionist Israelites and the Djinn of the Adulterous Oil peddling Saudis Amen.",Zionist,2020-03-24 23:31:25+00:00,[]
"What about the countries it imposed sanctions on, ie. every other country in the world except the UK and the Zionist entity?",Zionist,2020-03-24 23:29:58+00:00,[]
"shit yeah the zionist state's very large contingent in kenya has all kinds of capacities, and like says there is some expressive symbolism here with the number and the intended destination country",Zionist,2020-03-24 23:28:22+00:00,[]
"my prayer is to free palestine from zionist apartheid, please put that in the wall",Zionist,2020-03-24 23:27:42+00:00,[]
No. Just anti-zionist. The try to hide their Zionism behind their cloak of anti-semitism but their war crimes are in plain sight and social media makes it impossible for them.,Zionist,2020-03-24 23:24:17+00:00,[]
Israel and USA r real culprit Actually Zionist,Zionist,2020-03-24 23:21:12+00:00,[]
"What is this contradiction !! You like charity work, but you encourage the Zionist regime that kills Palestinian women and children .. !!!! You are arrogant and rude Zionist.",Zionist,2020-03-24 23:20:07+00:00,[]
"she is lying-it's a tactic , all of those AS had ""a jewish family"", ""zionist mother"" , ""i am a jew myself"" dont ever belive nothing sha say..",Zionist,2020-03-24 23:19:52+00:00,[]
iran knows it. you zionist good-for-nothing.,Zionist,2020-03-24 23:19:02+00:00,[]
In 2012 .. Former Zionist Minister Tzipi Livni said: (Morsi and Erdogan will pay the price to get them out of our path and our camp) They brought down Morsi and killed him .. And now they are trying to topple Erdogan With the help and support of the Arab Zionists ..,Zionist,2020-03-24 23:19:01+00:00,[]
"This is what happens when you turn over all of economic system to a group of Zionists, since 1913. For the most part, this financialization could not last. Giving away manufacturing to boost multi-nationals &amp; banksters, criminal share buybacks, only helps top 1%. This is Result",Zionist,2020-03-24 23:18:47+00:00,[]
"Pro Zionist Jew here. This is an absolutely terrible argument, does not serve Israel’s long-term interests, and was not the real basis on which the great state of Israel was founded in 1948.",Zionist,2020-03-24 23:18:22+00:00,[]
"In context of this tweet, it’s final word, “holocaust” and comments about Bar Mitzvahs, it’s clear to me that “they” refers to Jews. Which bothers me a lot. Been admiring Wyatt for a long time and am no Zionist, but this theme in his writing?",Zionist,2020-03-24 23:12:47+00:00,[]
"Lol. When Trump disappoints you by continuing his Zionist policies if and after he gets reelected, I'll check back with you lol.",Zionist,2020-03-24 23:11:45+00:00,[]
Toy? Sultans were the rulers.Sheikh ul islam were under is better to rule by yourself rather than being ruled by zionists,Zionist,2020-03-24 23:10:53+00:00,[]
"Mark Levin is the personification of Evil .a Racist, a Divider, a lier , What is good to have a good economy when everyone is Dying. Mark Levin worry about not being able to give billions of dollars to the Zionist government in ISRAEL! He doesn't care about the American people!",Zionist,2020-03-24 23:06:25+00:00,[]
trump back to zionists main agenda ! destruction of IRAN from inside and out,Zionist,2020-03-24 23:02:00+00:00,[]
"Proves Zionists CONTROL every facet of DAILY life in the USA, doing APARTHEID ZIONIST STATE's, wahabi kingdom.s biddings into going to war with Iran.",Zionist,2020-03-24 23:00:02+00:00,[]
"She's Zionist scum, or naw?",Zionist,2020-03-24 22:59:56+00:00,[]
"Yes. Learned that from Alex Jones around 15 years ago. He may be a crazy drunk and Zionist shill these days, but AJ was right about the agenda from the start.",Zionist,2020-03-24 22:58:33+00:00,[]
1 of the secret societies. Probably the Zionist branch.,Zionist,2020-03-24 22:53:43+00:00,[]
"If you missed it yesterday, read it now. Clear evidence of this is coming thick and fast as we are deluged with the most blatant and pernicious bullshit from obvious Zionist stooges.",Zionist,2020-03-24 22:51:39+00:00,[]
"White supremacists, Zionist and Hindu brahmins nationalists are brothers in ideology and enemy among themself",Zionist,2020-03-24 22:47:22+00:00,[]
yall still follow chris evans hello he is a zionist,Zionist,2020-03-24 22:44:46+00:00,[]
"Modern society is crumbling. The West is in its Neronian death-throes. The US prepares to sell itself trillions of dollars in platinum, IOMe's euphamised as quantitative easing. Globalist CEOs have fled since January and the zionist cult of Saturn is turning on itself in the...",Zionist,2020-03-24 22:40:04+00:00,[]
Zionists doing this??,Zionist,2020-03-24 22:37:30+00:00,[]
Ever heard of the Lavon affair? Where zionist Terrorists went to Egypt and threw Grenades into Jewish Cafes to Terrorise the resident Egyptian Jews into moving to Israel! You seem to be backing anti Semitic Terrorism!,Zionist,2020-03-24 22:31:59+00:00,[]
